humancause,age,male,white,educ,income,party
1,46,1,1,11,14,6
0,60,0,1,11,13,3
0,72,1,0,13,15,6
0,65,0,1,11,18,2
0,38,1,1,12,16,2
0,42,0,1,15,18,7
0,52,0,1,11,9,7
1,71,0,1,12,14,7
0,45,0,1,12,16,7
0,21,1,1,12,18,1
0,71,1,1,12,16,3
0,69,1,1,13,11,2
0,29,0,0,12,9,5
0,51,1,1,15,18,1
1,21,0,1,12,5,5
0,37,1,0,15,19,1
1,41,0,0,12,18,6
1,37,1,1,14,16,7
0,61,1,1,15,15,2
1,57,1,1,14,16,7
0,61,0,1,12,15,2
0,19,1,0,12,18,6
1,46,0,1,13,18,2
0,35,0,0,14,16,3
1,58,1,1,11,9,4
1,32,1,1,14,14,3
0,85,1,1,14,16,3
0,68,0,0,11,10,7
0,23,1,1,13,9,1
1,52,0,1,13,16,6
0,42,1,1,16,20,2
0,61,0,1,11,15,6
1,61,1,1,15,11,5
0,29,0,1,14,18,1
1,47,1,1,12,3,5
1,22,0,0,12,9,5
1,52,1,0,12,6,7
0,70,0,1,13,15,1
1,51,0,1,13,19,5
0,80,0,1,11,12,2
1,25,1,0,11,8,7
0,35,1,1,11,19,3
0,24,1,0,12,20,6
1,74,1,1,14,11,7
1,20,1,0,12,11,5
1,70,1,0,15,17,5
0,51,1,1,12,9,3
0,38,0,1,11,12,1
0,63,1,1,12,12,2
0,61,0,1,13,15,1
1,56,1,1,9,10,7
0,47,1,1,11,11,3
0,60,0,1,12,9,3
1,53,1,1,12,18,5
0,26,0,0,11,9,5
1,34,0,1,14,13,6
0,79,1,1,14,16,3
1,68,0,1,14,18,6
1,21,1,1,12,20,6
1,56,0,1,11,16,7
1,80,0,1,11,17,5
0,66,1,1,11,13,3
0,48,0,1,14,18,1
0,44,1,1,12,16,1
0,29,0,0,10,16,7
0,60,1,1,12,16,1
0,53,1,1,12,9,5
0,53,1,1,13,15,1
1,20,0,1,12,9,3
0,69,1,1,15,21,2
1,55,1,1,11,9,5
0,49,0,0,11,7,3
0,69,1,0,11,6,7
0,50,1,0,12,15,6
1,48,0,1,12,20,7
0,47,1,1,14,15,5
0,57,1,1,14,18,2
0,33,0,1,12,12,4
0,26,0,1,12,5,1
0,87,1,1,12,13,2
1,31,1,0,16,18,3
1,60,1,0,12,17,7
0,40,1,1,15,15,3
0,59,1,1,13,12,2
0,51,1,1,11,13,3
0,32,1,1,14,21,4
1,23,1,0,12,9,6
1,21,1,1,12,6,4
0,48,1,1,11,9,6
1,28,0,1,12,18,5
0,51,1,1,11,15,3
1,53,1,0,11,16,7
0,44,1,1,6,3,5
0,47,1,1,12,21,5
0,49,0,0,15,18,7
1,36,1,0,14,20,3
0,29,1,1,9,18,6
0,66,0,1,11,17,2
0,49,0,0,12,9,2
1,57,0,1,12,18,5
0,51,1,1,11,13,6
0,45,0,0,13,13,6
1,22,0,1,12,6,7
1,58,0,1,12,16,5
0,66,1,1,14,13,3
1,66,1,0,10,18,7
1,73,0,1,12,7,7
1,44,0,0,10,8,6
0,47,0,1,13,15,3
0,55,0,1,11,18,3
0,70,0,1,11,13,3
0,67,0,1,14,21,1
0,53,1,1,12,18,1
0,75,0,1,15,13,2
0,39,1,0,15,19,3
0,67,0,1,11,19,6
0,60,1,0,12,16,3
1,28,1,0,16,18,7
0,51,0,1,11,17,4
0,40,1,1,13,17,1
1,28,0,1,12,10,7
1,74,0,1,15,18,7
1,66,0,0,13,8,7
0,67,0,1,12,11,7
0,59,0,1,11,15,2
1,39,1,1,12,18,5
0,50,1,1,10,9,4
0,65,0,1,12,15,2
0,60,1,1,11,11,6
0,48,0,1,11,19,1
0,70,0,1,11,8,6
0,41,0,1,11,17,1
0,50,0,1,12,13,6
1,44,1,1,11,18,2
1,42,0,1,13,18,3
0,57,1,1,15,19,1
1,64,1,0,11,7,6
0,53,0,0,12,11,3
1,65,0,1,16,15,5
0,49,0,1,11,9,1
1,27,0,1,15,15,5
0,41,0,1,14,21,1
0,46,0,1,15,15,1
1,18,1,1,9,16,5
1,38,0,0,11,14,6
0,66,0,0,15,20,2
0,67,0,1,12,8,5
1,48,1,1,15,19,5
0,59,0,1,11,14,2
0,57,1,1,12,19,2
1,60,0,1,11,14,7
0,63,1,1,14,16,1
0,78,1,1,11,7,1
1,69,1,1,13,18,1
0,27,1,1,14,13,3
0,49,0,1,14,19,6
0,42,1,1,13,18,5
0,40,1,0,13,13,5
0,80,1,1,10,13,1
1,33,0,0,10,13,3
1,65,1,1,14,14,3
0,68,1,1,12,18,3
0,23,1,1,12,11,5
1,59,1,0,8,8,5
1,52,1,1,12,21,3
0,54,0,0,12,6,7
0,60,0,1,11,12,7
0,46,0,1,15,20,2
1,71,1,1,11,16,7
1,49,0,1,11,9,1
0,50,0,0,13,8,4
0,25,0,0,11,18,5
0,55,1,1,12,16,5
1,44,1,0,14,16,6
1,45,1,1,6,13,4
0,27,1,0,14,18,5
0,21,0,1,8,10,3
0,56,1,1,14,18,2
0,64,1,0,11,14,7
0,35,1,1,15,19,1
0,35,0,1,14,10,3
0,43,1,1,11,10,1
0,75,0,1,11,10,1
1,49,1,1,15,18,5
0,75,0,1,11,8,1
0,39,0,1,15,14,3
0,20,0,1,13,21,3
0,70,0,1,14,12,3
1,39,1,0,11,12,6
0,70,0,1,10,9,7
0,35,0,1,11,3,3
0,57,1,1,12,14,3
1,44,1,1,15,16,7
0,25,0,1,14,14,7
0,57,0,1,9,13,7
0,47,0,0,15,13,2
1,22,1,1,12,9,7
1,18,0,0,11,12,6
1,39,0,1,12,19,5
0,35,0,1,15,18,5
1,24,1,0,12,12,6
1,54,1,1,13,19,1
1,55,1,1,11,6,7
0,60,0,1,15,18,6
1,39,1,1,15,19,6
0,30,1,1,11,10,2
0,62,0,1,11,9,2
0,33,0,1,13,15,1
0,54,1,1,16,21,2
0,58,1,1,12,13,3
0,54,0,1,8,7,2
1,61,0,1,12,14,7
0,69,1,1,11,16,3
0,75,1,0,11,6,5
0,24,0,1,13,3,6
0,33,0,1,14,17,2
1,54,0,1,14,19,7
1,69,0,1,15,15,7
0,63,0,1,9,18,6
1,70,1,1,10,11,5
0,53,0,1,11,14,3
1,64,1,1,14,14,7
1,56,0,0,14,16,5
0,46,0,0,15,18,6
1,51,0,1,15,18,7
1,24,0,1,13,11,2
0,68,1,0,13,16,3
0,53,0,1,11,11,2
0,57,1,1,11,9,1
1,31,0,1,12,9,6
0,47,1,1,11,15,5
0,54,1,0,8,12,6
0,84,1,1,14,18,1
0,61,0,0,14,20,6
0,59,0,1,14,12,1
0,49,0,1,11,16,1
0,69,1,1,12,11,3
0,60,0,1,12,18,6
1,51,0,1,12,15,5
1,80,0,1,13,9,7
0,60,0,0,11,7,6
0,52,1,1,12,11,1
0,54,0,0,6,17,7
0,58,1,1,13,8,1
0,53,0,1,13,16,1
0,18,1,1,10,15,3
1,71,0,1,12,9,7
0,62,1,1,14,19,1
0,78,1,1,11,14,5
0,67,0,1,14,16,5
0,35,1,1,14,17,6
0,65,1,1,11,17,5
0,18,0,0,11,16,7
0,48,1,1,12,8,3
1,31,0,1,14,17,3
1,73,0,1,15,15,5
0,54,0,1,12,15,3
0,54,0,1,14,16,5
1,70,1,1,16,18,7
0,39,1,1,11,6,2
0,57,1,1,12,13,2
1,37,0,1,15,15,6
0,51,1,1,14,14,3
0,66,0,1,11,17,5
0,75,0,1,11,10,4
1,25,0,1,12,17,7
1,26,0,1,14,17,2
1,38,0,0,12,10,5
1,31,1,0,11,9,3
0,69,0,0,14,18,3
1,43,0,1,11,10,7
1,30,0,0,11,9,6
1,53,1,1,12,14,4
0,59,1,1,14,18,2
0,35,0,1,11,8,6
0,52,1,1,11,16,6
0,72,1,1,10,8,6
0,59,1,1,8,17,3
0,66,1,1,11,18,7
1,71,0,1,15,18,5
0,35,1,1,15,16,7
1,61,1,1,11,9,5
0,59,1,1,11,13,5
0,70,0,0,8,5,5
0,60,0,1,14,18,3
0,69,0,1,10,15,6
1,49,0,1,11,18,5
0,37,1,1,12,8,2
0,62,0,1,13,15,3
0,47,0,1,15,21,1
0,67,1,1,11,15,5
0,60,1,0,13,13,7
0,57,0,1,15,21,6
1,57,1,1,11,18,6
1,61,0,1,11,13,5
0,60,1,1,12,13,1
0,25,1,1,11,10,3
0,63,1,1,15,17,2
0,54,0,1,12,16,3
0,23,1,1,12,18,5
0,70,1,1,16,17,3
0,26,0,0,9,16,3
1,19,1,1,11,18,6
0,71,1,1,11,11,6
1,63,1,0,14,16,5
1,40,1,0,14,8,3
0,33,0,1,11,8,6
1,33,1,0,14,10,5
0,40,0,0,11,12,6
1,27,0,0,14,14,6
0,54,0,0,11,12,6
1,44,0,1,12,15,6
0,26,0,1,15,12,5
0,56,1,1,12,14,5
0,45,1,1,12,19,2
0,87,1,1,14,17,1
0,66,0,1,11,4,5
1,57,1,1,14,14,7
0,57,1,1,13,18,3
1,57,1,1,14,20,5
0,21,0,1,11,17,5
0,33,1,0,12,14,2
0,58,0,1,14,21,5
0,24,1,1,12,10,1
0,68,1,1,13,15,5
0,49,1,1,12,11,7
1,45,0,1,14,14,7
0,34,0,1,14,16,2
0,56,0,0,13,10,7
0,69,1,1,14,8,3
0,29,1,1,15,15,1
0,56,1,0,9,15,1
0,80,0,1,12,11,7
0,41,0,1,15,18,3
0,23,1,0,14,18,1
0,47,0,1,11,20,4
0,22,1,1,12,21,2
1,38,1,1,11,10,2
0,21,1,1,9,4,5
0,74,0,1,11,14,5
0,51,1,1,12,12,1
0,45,1,1,12,12,2
1,24,1,1,11,19,1
1,53,0,1,14,15,7
0,19,0,1,11,15,6
0,20,0,1,13,17,5
1,37,0,1,15,18,6
0,56,1,1,12,3,5
1,25,1,0,14,17,6
0,59,0,1,11,9,5
0,19,0,1,12,18,5
1,45,1,1,11,18,7
0,37,0,1,14,21,5
1,52,1,0,11,19,6
0,37,0,0,12,13,6
0,19,1,0,10,10,2
0,44,0,1,14,18,6
0,24,1,1,13,10,6
0,70,0,1,11,7,7
0,34,1,1,11,15,1
1,64,1,1,13,6,2
0,44,0,1,12,16,7
0,32,0,0,11,13,3
0,27,0,1,13,12,1
0,63,1,0,13,6,5
0,28,1,0,12,15,7
0,27,1,1,14,16,1
0,58,0,0,11,3,7
1,78,0,1,11,4,4
0,29,1,1,14,16,3
0,60,1,1,11,15,7
1,48,0,1,16,18,7
1,43,0,1,15,21,6
1,42,0,1,12,3,7
0,31,0,1,12,12,5
0,60,0,1,11,14,3
0,66,1,1,15,21,1
0,37,0,1,11,10,3
1,28,0,1,14,21,7
0,53,1,1,14,20,1
1,54,1,1,14,19,6
0,51,1,1,11,13,3
0,38,1,1,14,21,3
0,58,0,1,14,19,1
1,68,0,1,12,16,7
0,61,1,0,11,8,4
0,47,1,1,16,19,6
0,59,1,1,15,19,1
1,41,1,0,15,19,5
0,49,0,1,12,16,3
1,66,1,1,14,13,7
0,49,0,1,12,15,5
1,50,0,0,15,20,7
0,34,1,1,14,17,1
1,63,1,1,15,17,7
0,45,0,1,12,16,6
0,42,0,0,12,17,7
0,43,1,1,14,17,1
0,69,1,1,11,15,1
0,70,1,1,16,20,3
0,58,0,1,15,16,5
1,43,0,1,11,7,5
1,41,0,1,14,18,5
1,34,1,1,14,17,5
1,65,1,0,14,17,7
0,50,1,1,12,19,1
0,31,1,1,12,15,3
0,42,0,1,12,19,1
0,21,0,0,10,8,3
0,34,0,1,13,15,2
0,57,0,1,12,12,3
1,29,0,0,12,13,3
1,64,1,1,14,19,1
1,37,0,1,14,18,5
0,79,0,1,11,12,5
0,39,0,1,15,18,2
1,60,0,1,11,16,5
0,67,0,1,14,14,7
0,49,0,1,14,17,1
0,70,1,1,16,12,1
0,66,1,1,15,18,3
0,58,0,1,11,18,6
1,28,0,0,14,19,7
0,64,0,1,11,16,2
0,42,0,1,13,17,5
0,22,1,1,13,20,1
0,38,1,0,10,8,2
0,53,0,0,14,16,5
1,18,1,0,11,12,4
1,23,1,1,14,19,7
0,54,0,1,15,13,3
0,68,0,0,12,14,7
1,69,0,1,12,13,7
0,60,0,0,13,20,6
1,37,0,0,15,7,5
0,75,0,1,12,10,2
1,61,0,1,14,13,5
0,56,1,1,11,14,3
0,44,0,1,11,17,3
1,56,0,1,11,11,7
0,40,1,0,16,15,5
0,30,1,1,10,12,6
1,63,1,1,13,19,5
0,64,0,1,12,16,1
0,32,1,1,12,15,3
0,28,1,0,14,20,3
0,57,1,1,12,16,3
0,49,1,1,14,18,3
1,52,0,1,13,13,4
1,43,0,1,12,12,7
0,21,1,1,12,6,5
0,47,1,0,12,12,7
1,57,1,1,11,16,5
0,21,1,1,11,14,5
0,22,1,1,14,16,2
1,57,1,0,11,7,5
0,64,1,1,15,18,5
0,52,0,1,11,4,4
1,67,1,1,11,14,5
0,28,1,0,15,21,5
1,30,1,0,11,14,5
0,28,1,0,10,3,7
0,31,0,0,9,3,5
0,67,1,1,12,15,2
0,70,0,1,6,8,7
1,46,1,1,11,3,5
1,41,1,1,13,17,2
0,51,0,1,11,13,5
0,64,1,1,11,16,3
0,55,0,1,15,21,3
0,70,1,1,12,19,3
0,41,0,1,13,12,3
1,40,1,1,13,16,2
1,45,1,1,14,18,5
0,67,0,1,13,19,1
0,71,0,1,11,18,5
0,35,0,1,11,15,2
1,65,1,1,14,16,7
0,60,1,1,9,3,2
0,56,1,1,11,20,2
0,42,1,1,11,15,1
0,22,1,1,14,6,2
0,39,1,0,13,15,3
0,41,0,1,12,16,1
0,74,1,1,12,10,1
0,55,0,1,11,18,6
0,74,0,1,11,14,3
0,72,1,1,14,11,2
0,67,0,1,12,9,3
1,50,0,1,13,14,7
0,25,0,1,12,14,2
0,21,0,0,11,8,5
0,23,1,1,13,12,2
0,46,1,0,12,15,5
0,29,1,1,12,16,3
1,60,1,0,11,9,7
0,78,1,1,15,18,1
0,28,1,1,13,20,2
0,30,1,1,12,15,5
0,71,0,1,12,12,1
0,54,1,1,14,18,1
0,45,0,1,11,18,1
0,26,0,0,15,17,7
1,19,0,1,11,15,3
0,68,0,1,11,11,6
0,67,0,1,11,17,1
0,62,1,1,11,14,6
1,71,0,1,11,18,2
0,36,0,1,11,9,3
0,50,0,1,13,14,5
0,32,1,0,14,15,3
0,44,1,1,11,16,1
0,49,1,1,14,14,1
0,44,0,1,11,5,3
0,46,0,1,14,14,6
0,35,1,1,12,18,3
1,31,1,0,15,19,6
1,43,1,1,14,19,2
0,58,1,1,14,21,6
1,56,0,1,12,12,5
0,35,0,1,14,18,2
0,54,1,1,14,20,2
1,58,1,1,14,12,6
0,48,1,0,15,16,1
1,19,1,1,12,5,7
1,22,1,0,11,18,2
0,35,1,0,12,9,7
1,39,1,0,11,18,5
0,49,0,0,12,14,2
1,70,1,1,16,18,5
1,52,1,1,16,19,5
0,70,0,1,11,10,1
0,38,1,1,13,11,2
0,76,1,1,11,6,3
0,41,0,1,14,18,6
1,66,0,1,9,9,5
0,55,1,0,14,21,3
1,55,1,1,11,12,3
0,66,0,1,13,6,2
0,65,1,1,11,12,2
0,57,0,1,11,8,7
0,82,0,1,13,17,2
1,23,0,1,13,21,6
0,31,1,0,11,6,6
0,60,0,0,16,14,2
0,35,1,1,14,15,1
0,43,0,1,14,20,2
0,68,0,1,11,15,3
0,36,0,1,14,17,7
1,52,1,1,13,11,5
0,67,1,0,14,21,7
1,72,0,1,14,16,5
0,32,1,1,13,14,2
1,68,1,1,12,5,6
1,62,1,0,15,15,7
0,64,0,1,11,13,2
0,36,1,1,11,4,5
0,46,1,1,11,12,1
0,52,1,1,11,18,1
1,45,0,1,8,18,6
0,46,0,0,13,11,2
0,31,1,1,12,12,3
1,23,1,1,11,18,7
1,42,0,0,11,11,5
0,58,0,0,7,12,4
0,50,1,0,12,8,6
1,88,0,1,11,19,7
0,53,0,0,14,14,6
0,56,1,0,12,15,4
1,31,0,0,9,4,4
1,28,0,1,15,17,7
0,44,0,1,14,19,3
0,41,1,1,10,15,1
0,82,0,0,11,13,5
1,19,0,1,10,11,5
0,39,1,1,11,17,1
0,57,0,1,11,13,2
0,54,1,0,13,11,7
0,30,0,1,14,11,5
1,57,1,1,13,16,7
0,65,1,0,15,17,7
0,68,0,1,15,18,2
0,59,1,1,9,3,6
0,37,1,0,13,14,5
0,45,1,1,12,21,3
0,53,1,0,9,10,7
0,34,1,0,10,9,7
0,61,0,1,12,18,5
1,23,0,1,11,13,2
1,43,0,0,9,10,6
0,74,0,1,13,10,3
1,47,0,1,15,20,5
1,79,1,1,16,17,5
0,56,1,1,16,21,3
0,44,1,0,11,16,6
0,44,1,1,11,15,1
1,47,1,0,9,12,5
0,72,0,1,9,10,3
0,68,0,1,6,5,3
1,39,1,1,8,17,1
0,65,1,1,11,14,2
0,55,0,1,11,14,3
0,56,1,1,14,19,2
0,71,0,1,11,7,5
0,54,1,1,11,13,1
0,46,1,0,12,15,7
0,41,1,0,12,16,7
1,43,0,0,16,19,7
0,38,0,1,11,13,5
1,61,0,1,11,9,6
0,59,0,1,11,11,3
1,59,0,0,15,20,5
0,50,1,1,14,18,5
0,40,1,1,15,21,2
0,26,1,1,11,18,6
1,66,0,1,11,14,7
0,44,1,1,16,21,2
0,52,1,1,12,21,3
0,62,0,1,11,21,2
0,21,0,0,12,6,5
1,27,1,1,12,14,2
0,63,0,1,11,13,2
1,36,0,1,13,16,1
0,57,1,1,11,15,1
0,60,0,0,6,15,3
1,22,1,1,14,21,2
0,42,0,1,11,16,2
1,41,0,1,12,19,6
0,19,0,1,12,13,2
0,70,0,1,12,16,3
0,80,0,1,11,9,1
0,49,1,1,11,5,2
0,65,0,0,11,11,6
0,30,1,1,13,15,4
1,38,0,1,14,14,7
1,73,0,1,16,14,7
1,29,1,1,13,6,3
1,48,0,1,6,5,5
0,44,1,1,13,18,1
0,38,0,1,16,15,1
1,33,0,1,13,15,2
1,33,1,0,10,15,7
0,70,0,1,10,18,1
0,22,1,1,12,21,3
0,24,0,1,11,17,3
0,18,1,0,11,19,6
1,57,1,0,15,18,7
0,18,0,1,11,15,5
0,52,1,0,10,9,5
0,51,0,0,15,18,7
0,59,1,1,8,8,7
0,63,1,0,11,8,1
0,47,0,1,11,17,3
0,39,1,1,11,13,3
0,72,1,1,12,18,3
1,37,1,0,13,11,2
0,24,0,0,10,15,4
0,22,0,0,11,5,7
1,34,1,0,13,15,6
0,50,1,1,12,11,2
0,51,1,1,12,12,1
1,67,1,1,11,12,6
0,65,1,1,11,6,5
0,43,1,1,13,14,1
0,57,1,1,11,9,3
0,22,0,0,14,15,5
1,49,0,1,12,15,7
1,65,1,1,11,18,7
0,29,0,1,12,21,2
0,82,0,1,11,11,2
1,35,0,1,14,14,6
1,61,1,0,11,13,7
0,20,1,1,11,18,3
1,78,1,0,15,14,7
0,53,0,1,7,6,5
1,66,0,1,11,13,5
1,58,1,0,13,10,5
1,26,1,1,16,21,7
1,28,0,1,10,3,3
0,81,0,1,11,14,6
0,25,1,1,12,14,2
0,59,1,1,12,19,2
1,46,0,0,6,10,5
0,53,1,1,12,14,1
0,28,0,0,11,14,6
0,18,1,1,11,17,5
0,44,1,1,13,4,1
0,33,0,1,15,16,2
0,26,1,1,13,15,5
0,50,0,0,13,17,2
0,59,1,1,12,11,3
1,50,0,1,14,9,6
0,47,0,0,11,13,3
1,37,1,1,11,5,2
1,80,1,1,14,14,5
0,24,0,1,14,17,3
1,50,1,0,11,17,7
1,76,0,1,12,13,7
1,52,1,0,12,17,7
0,86,0,1,11,10,6
1,40,0,1,15,18,6
0,34,1,0,9,18,2
0,24,0,1,13,9,2
1,26,1,0,13,8,7
0,27,1,1,11,16,2
0,68,1,1,10,11,4
0,43,0,1,13,15,3
0,56,0,0,12,8,7
1,47,0,0,16,18,7
0,62,0,0,11,5,7
0,75,1,0,10,14,3
0,42,0,1,11,16,2
0,53,0,0,11,10,6
0,27,1,1,12,14,6
0,20,1,0,12,4,5
0,64,1,1,12,15,1
0,67,0,1,11,18,1
1,54,1,1,7,10,2
1,33,0,0,12,11,6
0,63,0,1,11,15,3
0,41,1,0,11,15,3
1,53,1,1,14,20,3
0,71,0,1,14,17,2
0,64,0,1,12,8,6
0,45,1,1,13,18,1
1,60,0,0,7,16,4
0,70,0,1,11,7,3
0,56,1,0,11,13,7
0,53,1,1,14,18,2
0,18,1,1,11,3,3
1,26,0,0,12,14,7
0,45,0,0,11,6,5
0,22,1,1,12,21,2
0,47,0,1,16,5,3
1,45,1,0,12,15,3
0,71,0,1,11,10,6
1,27,0,0,11,15,3
1,39,0,0,15,11,5
0,69,0,1,8,17,2
0,39,1,1,11,14,3
0,49,0,1,10,6,5
0,34,1,0,14,8,3
1,36,0,1,15,19,7
0,29,0,1,12,14,7
1,27,1,0,12,10,5
0,29,1,1,9,7,2
0,57,0,1,12,16,6
0,62,1,1,11,15,7
1,43,1,0,14,19,7
1,52,0,1,11,6,5
1,44,1,1,11,4,6
0,22,0,0,12,14,5
0,59,0,1,10,14,3
0,25,0,1,11,13,7
0,80,0,1,9,9,5
0,38,0,0,14,11,5
0,26,0,0,11,6,5
0,39,1,0,6,15,1
0,39,1,1,11,7,6
0,26,1,1,14,17,1
0,40,1,0,11,12,5
0,38,1,0,14,14,7
0,76,1,1,14,20,3
1,35,0,1,11,14,4
1,24,0,1,14,19,6
1,62,1,1,11,15,3
0,39,0,0,13,13,5
0,63,0,1,10,5,7
1,35,1,0,15,8,6
0,62,0,1,10,6,2
0,57,1,1,11,9,6
0,40,0,1,11,5,6
0,45,1,0,11,6,7
0,67,1,1,12,12,2
0,78,1,1,14,18,1
0,27,1,1,11,5,3
1,51,0,0,14,17,7
0,22,1,0,11,7,5
0,36,1,1,14,17,5
0,30,0,0,11,8,3
1,42,0,0,8,14,7
0,56,0,1,14,16,3
0,58,0,1,14,19,3
0,43,0,1,11,10,7
0,34,0,0,10,3,7
0,19,1,1,12,19,2
1,34,0,0,8,3,5
0,27,0,1,11,11,3
0,37,1,1,9,12,3
0,31,1,1,11,17,1
0,51,0,1,13,18,2
1,32,0,0,12,14,7
0,61,1,1,11,20,1
1,19,1,1,10,11,6
1,29,0,1,14,3,5
0,39,1,1,11,12,3
0,61,1,1,9,4,6
0,62,0,1,7,15,6
1,26,1,1,14,18,5
1,75,1,1,15,11,1
1,25,0,1,14,18,2
0,22,0,1,13,18,3
0,46,0,0,8,3,7
0,55,0,1,13,15,3
1,71,0,0,13,21,6
0,23,0,1,13,19,3
0,32,1,1,11,14,2
1,38,0,1,14,18,7
1,64,0,1,11,17,5
0,47,0,1,11,15,3
1,82,0,1,12,7,5
1,52,1,1,8,8,5
1,37,1,0,10,17,6
0,31,1,0,11,7,7
0,59,0,1,14,11,3
1,43,1,0,14,18,5
0,48,0,1,14,11,2
0,29,0,0,11,3,6
1,18,0,0,11,21,6
0,59,1,1,11,14,6
1,50,0,1,10,6,1
0,61,1,0,10,14,7
0,61,0,0,11,11,7
0,18,0,1,9,9,2
1,49,1,0,12,11,5
1,34,0,0,14,8,2
0,48,1,0,12,11,6
1,58,0,0,11,6,5
0,55,0,1,13,13,5
0,35,1,1,11,20,1
1,58,1,1,12,17,5
0,55,1,1,15,12,1
0,56,1,0,11,14,6
1,24,0,1,11,8,5
0,54,1,1,11,3,2
0,44,1,0,11,15,5
0,32,1,1,12,18,3
0,71,0,1,7,10,7
0,42,1,1,12,16,1
0,63,0,1,12,17,2
0,23,1,1,13,8,1
1,25,1,1,16,18,6
0,20,1,1,12,11,1
1,30,1,1,12,10,6
0,57,0,1,11,9,3
0,54,1,1,11,10,7
0,54,1,1,11,16,3
1,25,1,1,12,10,5
0,39,1,0,14,20,4
1,24,0,1,14,14,7
0,48,1,0,11,3,7
0,23,1,0,12,12,7
0,46,1,1,11,15,1
0,35,1,0,15,18,6
1,66,0,1,12,10,7
0,67,0,0,10,16,7
1,62,0,0,14,16,6
0,75,1,1,11,13,6
0,28,1,1,14,14,2
0,33,0,1,14,17,2
0,51,0,1,11,21,7
0,79,0,1,12,11,5
0,41,1,1,12,15,1
0,24,1,1,14,18,5
0,53,1,1,11,12,4
0,37,1,0,11,12,7
0,20,1,1,12,17,3
1,65,1,0,14,8,7
1,39,0,1,11,5,3
0,57,1,0,14,17,7
1,44,1,0,11,17,4
1,51,1,1,11,8,5
0,31,1,0,10,12,7
1,68,0,0,11,13,2
0,44,1,1,11,20,5
0,65,1,1,5,5,6
0,73,0,0,9,18,7
0,54,1,1,14,17,1
0,46,1,0,13,15,7
0,21,1,1,13,20,7
1,61,1,0,14,5,7
0,43,1,1,9,6,6
0,63,0,0,11,9,7
1,29,0,1,14,17,2
1,45,1,1,11,15,6
1,64,0,1,12,18,3
1,71,1,1,11,11,5
0,25,0,1,14,15,5
0,59,0,1,10,13,4
1,19,0,0,9,12,5
1,29,1,1,12,13,3
1,71,0,1,14,12,1
1,76,0,1,12,6,7
0,60,1,1,11,13,4
0,53,0,1,9,9,6
0,47,1,0,11,16,7
0,59,0,1,15,21,2
0,55,1,1,11,15,4
1,26,1,1,14,11,5
0,52,1,0,11,8,6
0,39,1,1,12,18,2
0,53,0,0,8,6,5
0,51,1,1,11,17,2
1,62,1,0,13,18,7
0,47,1,1,14,18,5
0,51,0,1,11,17,1
0,23,1,1,15,14,6
0,40,0,1,11,14,5
0,63,0,1,11,14,3
1,18,1,0,11,12,2
0,22,0,1,11,14,1
0,28,0,1,11,7,7
0,63,0,0,11,11,7
1,72,0,1,11,18,5
0,70,0,1,11,11,3
1,27,0,1,15,15,5
0,36,1,0,11,5,5
1,56,1,0,16,15,5
1,65,1,1,12,18,7
1,34,0,0,15,13,6
0,47,1,1,10,6,5
0,53,1,1,14,17,3
0,29,1,1,14,20,1
0,68,0,1,11,12,6
0,28,0,1,12,4,5
1,34,1,1,15,18,3
1,46,0,1,13,15,7
1,59,1,1,11,14,4
